14-02-16_12:17:55,el X,el Y,el Z,o X,o Y,o Z,net X,net Y,net Z,184.0
14-02-16_12:17:56,0.01316811,1.9069817,10.283096,6.237123E-4,1.0865697E-4,-0.002405367,10.682217,-22.49773,14.61698,184.0
14-02-16_12:17:57,0.01316811,1.9069817,10.283096,6.237123E-4,1.0865697E-4,-0.002405367,10.747349,-22.60032,14.607441,184.0
14-02-16_12:17:57,0.01316811,1.9069817,10.283096,6.237123E-4,1.0865697E-4,-0.002405367,10.747349,-22.60032,14.607441,186.0
14-02-16_12:17:57,0.01316811,1.9069817,10.283096,-0.0047577373,0.0034485273,-0.0012559468,10.747349,-22.60032,14.607441,186.0
14-02-16_12:17:57,-0.007182605,1.9369092,10.3692875,-0.0047577373,0.0034485273,-0.0012559468,10.747349,-22.60032,14.607441,186.0
14-02-16_12:17:57,-0.007182605,1.9369092,10.3692875,-0.0047577373,0.0034485273,-0.0012559468,10.747349,-22.60032,14.607441,188.0
14-02-16_12:17:57,-0.007182605,1.9369092,10.3692875,-0.0047577373,0.0034485273,-0.0012559468,10.704619,-22.61269,14.597938,188.0
14-02-16_12:17:57,-0.007182605,1.9369092,10.3692875,0.0026991137,0.0109053785,-0.008712797,10.704619,-22.61269,14.597938,188.0
14-02-16_12:17:57,-0.06344634,1.8902222,10.521319,0.0026991137,0.0109053785,-0.008712797,10.704619,-22.61269,14.597938,188.0
14-02-16_12:17:57,-0.06344634,1.8902222,10.521319,0.0026991137,0.0109053785,-0.008712797,10.704619,-22.61269,14.597938,196.0
14-02-16_12:17:57,-0.06344634,1.8902222,10.521319,0.0026991137,0.0109053785,-0.008712797,10.635332,-22.571274,14.615075,196.0
14-02-16_12:17:57,-0.06344634,1.8902222,10.521319,0.0026991137,0.0109053785,-0.008712797,10.635332,-22.571274,14.615075,198.0
14-02-16_12:17:57,-0.06344634,1.8902222,10.521319,0.0090907,-0.008269382,-0.010843326,10.635332,-22.571274,14.615075,198.0
14-02-16_12:17:57,-0.062249243,1.9440918,10.383653,0.0090907,-0.008269382,-0.010843326,10.635332,-22.571274,14.615075,198.0
14-02-16_12:17:57,-0.062249243,1.9440918,10.383653,0.0090907,-0.008269382,-0.010843326,10.635332,-22.571274,14.615075,196.0
14-02-16_12:17:57,-0.062249243,1.9440918,10.383653,0.0090907,-0.008269382,-0.010843326,10.575324,-22.528864,14.633296,196.0
14-02-16_12:17:57,-0.062249243,1.9440918,10.383653,0.0026658243,0.0035361452,-0.0012048141,10.575324,-22.528864,14.633296,196.0
14-02-16_12:17:57,-0.08619126,1.9428947,10.387244,0.0026658243,0.0035361452,-0.0012048141,10.575324,-22.528864,14.633296,196.0
14-02-16_12:17:57,-0.08619126,1.9428947,10.387244,0.0026658243,0.0035361452,-0.0012048141,10.575324,-22.528864,14.633296,200.0
14-02-16_12:17:57,-0.08619126,1.9428947,10.387244,0.0026658243,0.0035361452,-0.0012048141,10.515131,-22.51087,14.63193,200.0
14-02-16_12:17:57,-0.08619126,1.9428947,10.387244,0.004796353,0.0024708807,-0.003335343,10.515131,-22.51087,14.63193,200.0
14-02-16_12:17:57,-0.06943185,1.934515,10.415975,0.004796353,0.0024708807,-0.003335343,10.515131,-22.51087,14.63193,200.0
14-02-16_12:17:58,-0.06943185,1.934515,10.415975,0.004796353,0.0024708807,-0.003335343,10.515131,-22.51087,14.63193,198.0
14-02-16_12:17:58,-0.06943185,1.934515,10.415975,0.004796353,0.0024708807,-0.003335343,10.508005,-22.51635,14.62973,198.0
14-02-16_12:17:58,-0.06943185,1.934515,10.415975,0.004796353,0.0024708807,-0.003335343,10.508005,-22.51635,14.62973,200.0
14-02-16_12:17:58,-0.06943185,1.934515,10.415975,-0.0015952335,3.4035198E-4,-0.0054658717,10.508005,-22.51635,14.62973,200.0
14-02-16_12:17:58,-0.08020575,1.9297266,10.352529,-0.0015952335,3.4035198E-4,-0.0054658717,10.508005,-22.51635,14.62973,200.0
14-02-16_12:17:58,-0.08020575,1.9297266,10.352529,-0.0015952335,3.4035198E-4,-0.0054658717,10.508005,-22.51635,14.62973,196.0
14-02-16_12:17:58,-0.08020575,1.9297266,10.352529,-0.0015952335,3.4035198E-4,-0.0054658717,10.5936165,-22.540201,14.627565,196.0
14-02-16_12:17:58,-0.08020575,1.9297266,10.352529,-0.0015952335,3.4035198E-4,-0.0054658717,10.5936165,-22.540201,14.627565,198.0
14-02-16_12:17:58,-0.08020575,1.9297266,10.352529,-5.61128E-4,0.0025523736,-0.0011574097,10.5936165,-22.540201,14.627565,198.0
14-02-16_12:17:58,-0.12090719,1.9117701,10.584765,-5.61128E-4,0.0025523736,-0.0011574097,10.5936165,-22.540201,14.627565,198.0
14-02-16_12:17:58,-0.12090719,1.9117701,10.584765,-5.61128E-4,0.0025523736,-0.0011574097,10.5936165,-22.540201,14.627565,202.0
14-02-16_12:17:58,-0.12090719,1.9117701,10.584765,-5.61128E-4,0.0025523736,-0.0011574097,10.723066,-22.568106,14.601105,202.0
14-02-16_12:17:58,-0.12090719,1.9117701,10.584765,0.014352574,0.012139753,-0.0075489962,10.723066,-22.568106,14.601105,202.0
14-02-16_12:17:58,-0.10654198,1.9117701,10.431537,0.014352574,0.012139753,-0.0075489962,10.723066,-22.568106,14.601105,202.0
14-02-16_12:17:58,-0.10654198,1.9117701,10.431537,0.014352574,0.012139753,-0.0075489962,10.723066,-22.568106,14.601105,200.0
14-02-16_12:17:58,-0.10654198,1.9117701,10.431537,0.014352574,0.012139753,-0.0075489962,10.806589,-22.559431,14.551781,200.0
14-02-16_12:17:58,-0.10654198,1.9117701,10.431537,0.014352574,0.012139753,-0.0075489962,10.806589,-22.559431,14.551781,204.0
14-02-16_12:17:58,-0.10654198,1.9117701,10.431537,-0.020801153,-0.013426593,-0.019266905,10.806589,-22.559431,14.551781,204.0
14-02-16_12:17:58,-0.08738836,1.9416976,10.655395,-0.020801153,-0.013426593,-0.019266905,10.806589,-22.559431,14.551781,204.0
14-02-16_12:17:58,-0.08738836,1.9416976,10.655395,-0.020801153,-0.013426593,-0.019266905,10.806589,-22.559431,14.551781,206.0
