14-02-16_12:19:20,el X,el Y,el Z,o X,o Y,o Z,net X,net Y,net Z,0.0
14-02-16_12:19:29,-4.0282445,0.60214174,11.496957,0.07809427,0.30341527,-0.2171403,15.894969,15.086387,14.051179,0.0
14-02-16_12:19:29,-4.0282445,0.60214174,11.496957,0.7545324,0.48026168,1.1954077,15.894969,15.086387,14.051179,0.0
14-02-16_12:19:29,0.7469909,0.36272156,10.208876,0.7545324,0.48026168,1.1954077,15.894969,15.086387,14.051179,0.0
14-02-16_12:19:29,0.7469909,0.36272156,10.208876,0.7545324,0.48026168,1.1954077,14.166748,14.279228,13.9994955,0.0
14-02-16_12:19:29,0.7469909,0.36272156,10.208876,-0.22124983,0.88293165,0.5807502,14.166748,14.279228,13.9994955,0.0
14-02-16_12:19:29,0.51954174,0.2801216,11.386824,-0.22124983,0.88293165,0.5807502,14.166748,14.279228,13.9994955,0.0
14-02-16_12:19:30,0.51954174,0.2801216,11.386824,-0.22124983,0.88293165,0.5807502,14.4216385,12.997013,13.380901,0.0
14-02-16_12:19:30,0.51954174,0.2801216,11.386824,-0.45454273,-0.43906152,0.28567195,14.4216385,12.997013,13.380901,0.0
14-02-16_12:19:30,-4.238934,2.2146366,10.386047,-0.45454273,-0.43906152,0.28567195,14.4216385,12.997013,13.380901,0.0
14-02-16_12:19:30,-4.238934,2.2146366,10.386047,-0.45454273,-0.43906152,0.28567195,17.577415,11.791226,12.432556,0.0
14-02-16_12:19:30,-4.238934,2.2146366,10.386047,0.5659854,-0.3527876,0.4624984,17.577415,11.791226,12.432556,0.0
14-02-16_12:19:30,0.7015011,0.48482585,8.276755,0.5659854,-0.3527876,0.4624984,17.577415,11.791226,12.432556,0.0
14-02-16_12:19:30,0.7015011,0.48482585,8.276755,0.5659854,-0.3527876,0.4624984,22.194979,11.108076,11.497966,0.0
14-02-16_12:19:30,0.7015011,0.48482585,8.276755,0.2655808,-0.0044461475,-0.13085389,22.194979,11.108076,11.497966,0.0
14-02-16_12:19:30,-0.36272156,0.39624038,11.7268,0.2655808,-0.0044461475,-0.13085389,22.194979,11.108076,11.497966,0.0
14-02-16_12:19:30,-0.36272156,0.39624038,11.7268,0.2655808,-0.0044461475,-0.13085389,25.887274,10.677803,10.680724,0.0
14-02-16_12:19:30,-0.36272156,0.39624038,11.7268,-0.103000686,-0.117364176,-0.1276581,25.887274,10.677803,10.680724,0.0
14-02-16_12:19:30,0.78529817,1.1504139,7.4567413,-0.103000686,-0.117364176,-0.1276581,25.887274,10.677803,10.680724,0.0
14-02-16_12:19:30,0.78529817,1.1504139,7.4567413,-0.103000686,-0.117364176,-0.1276581,27.88713,9.834893,9.8503685,0.0
14-02-16_12:19:30,0.78529817,1.1504139,7.4567413,-0.39807892,-0.5690363,-0.41634476,27.88713,9.834893,9.8503685,0.0
14-02-16_12:19:30,-0.1328782,1.3515269,8.865729,-0.39807892,-0.5690363,-0.41634476,27.88713,9.834893,9.8503685,0.0
