14-02-16_12:16:10,el X,el Y,el Z,o X,o Y,o Z,net X,net Y,net Z,20.0
14-02-16_12:16:18,-0.35075054,1.4903905,7.8865004,0.45672652,0.011381019,-0.1603231,9.152924,4.8565764,9.106312,770.0
14-02-16_12:16:18,-0.35075054,1.4903905,7.8865004,0.45672652,0.011381019,-0.1603231,10.312634,3.0097322,9.532716,770.0
14-02-16_12:16:18,-0.35075054,1.4903905,7.8865004,0.45672652,0.011381019,-0.1603231,10.312634,3.0097322,9.532716,894.0
14-02-16_12:16:18,-0.35075054,1.4903905,7.8865004,-0.068448834,-0.2368256,-0.43196553,10.312634,3.0097322,9.532716,894.0
14-02-16_12:16:18,0.61530983,1.4987702,11.437101,-0.068448834,-0.2368256,-0.43196553,10.312634,3.0097322,9.532716,894.0
14-02-16_12:16:18,0.61530983,1.4987702,11.437101,-0.068448834,-0.2368256,-0.43196553,10.312634,3.0097322,9.532716,1000.0
14-02-16_12:16:18,0.61530983,1.4987702,11.437101,-0.068448834,-0.2368256,-0.43196553,11.876711,1.7793221,9.952462,1000.0
14-02-16_12:16:18,0.61530983,1.4987702,11.437101,-0.068448834,-0.2368256,-0.43196553,11.876711,1.7793221,9.952462,1056.0
14-02-16_12:16:18,0.61530983,1.4987702,11.437101,0.1254245,0.0060672136,-1.7326462,11.876711,1.7793221,9.952462,1056.0
14-02-16_12:16:18,-0.25977087,0.8870517,10.656591,0.1254245,0.0060672136,-1.7326462,11.876711,1.7793221,9.952462,1056.0
14-02-16_12:16:18,-0.25977087,0.8870517,10.656591,0.1254245,0.0060672136,-1.7326462,11.876711,1.7793221,9.952462,1202.0
14-02-16_12:16:18,-0.25977087,0.8870517,10.656591,0.1254245,0.0060672136,-1.7326462,13.167577,1.0291536,10.228203,1202.0
14-02-16_12:16:18,-0.25977087,0.8870517,10.656591,0.1254245,0.0060672136,-1.7326462,13.167577,1.0291536,10.228203,1222.0
14-02-16_12:16:18,-0.25977087,0.8870517,10.656591,0.56324816,-0.013107547,-1.7432989,13.167577,1.0291536,10.228203,1222.0
14-02-16_12:16:18,-0.60333884,0.985214,8.53054,0.56324816,-0.013107547,-1.7432989,13.167577,1.0291536,10.228203,1222.0
14-02-16_12:16:18,-0.60333884,0.985214,8.53054,0.56324816,-0.013107547,-1.7432989,13.167577,1.0291536,10.228203,1238.0
14-02-16_12:16:19,-0.60333884,0.985214,8.53054,0.56324816,-0.013107547,-1.7432989,13.701267,0.24445656,10.339343,1238.0
14-02-16_12:16:19,-0.60333884,0.985214,8.53054,0.56324816,-0.013107547,-1.7432989,13.701267,0.24445656,10.339343,1196.0
14-02-16_12:16:19,-0.60333884,0.985214,8.53054,0.14779505,-0.39340696,-0.88363045,13.701267,0.24445656,10.339343,1196.0
14-02-16_12:16:19,-2.208651,2.3906105,11.170148,0.14779505,-0.39340696,-0.88363045,13.701267,0.24445656,10.339343,1196.0
14-02-16_12:16:19,-2.208651,2.3906105,11.170148,0.14779505,-0.39340696,-0.88363045,13.701267,0.24445656,10.339343,1088.0
14-02-16_12:16:19,-2.208651,2.3906105,11.170148,0.14779505,-0.39340696,-0.88363045,13.5285015,-1.498353,10.325125,1088.0
14-02-16_12:16:19,-2.208651,2.3906105,11.170148,0.14779505,-0.39340696,-0.88363045,13.5285015,-1.498353,10.325125,916.0
14-02-16_12:16:19,-2.208651,2.3906105,11.170148,-0.40934783,-0.160089,0.057012685,13.5285015,-1.498353,10.325125,916.0
14-02-16_12:16:19,-0.91458505,0.80684596,11.410766,-0.40934783,-0.160089,0.057012685,13.5285015,-1.498353,10.325125,916.0
